file_path,label
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_90.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_91.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_92.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_93.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_94.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_95.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_96.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_97.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_98.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_99.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_0.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_1.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_10.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_100.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_101.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_102.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_103.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_104.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_105.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_106.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_107.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_108.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_109.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_11.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_110.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_111.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_112.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_113.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_114.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_115.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_116.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_117.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_118.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_119.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_12.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_120.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_121.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_122.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_123.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_124.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_125.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_126.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_127.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_128.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_129.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_13.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_130.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_131.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_132.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_133.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_134.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_135.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_136.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_137.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_138.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_139.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_14.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_140.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_141.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_142.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_143.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_144.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_145.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_146.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_147.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_148.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_149.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_15.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_150.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_151.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_152.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_153.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_154.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_155.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_156.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_157.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_158.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_159.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_16.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_160.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_161.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_162.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_163.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_164.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_165.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_166.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_167.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_168.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_169.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_17.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_170.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_171.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_172.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_173.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_174.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_175.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_176.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_177.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_178.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_179.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_18.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_180.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_181.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_182.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_183.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_184.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_185.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_186.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_187.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_188.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_189.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_19.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_190.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_191.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_192.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_193.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_194.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_195.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_196.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_197.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_198.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_199.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_2.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_20.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_200.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_21.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_22.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_23.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_24.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_25.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_26.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_27.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_28.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_29.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_3.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_30.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_31.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_32.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_33.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_34.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_35.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_36.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_37.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_38.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_39.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_4.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_40.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_41.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_42.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_43.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_44.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_45.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_46.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_47.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_48.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_49.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_5.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_50.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_51.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_52.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_53.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_54.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_55.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_56.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_57.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_58.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_59.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_6.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_60.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_61.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_62.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_63.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_64.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_65.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_66.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_67.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_68.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_69.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_7.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_70.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_71.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_72.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_73.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_74.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_75.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_76.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_77.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_78.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_79.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_8.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_80.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_81.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_82.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_83.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_84.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_85.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_86.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_87.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_88.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_89.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_9.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_90.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_91.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_92.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_93.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_94.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_95.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_96.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_97.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_98.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2A76BDB5B98BED\frame_99.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_0.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_1.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_10.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_100.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_101.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_102.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_103.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_104.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_105.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_106.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_107.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_108.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_109.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_11.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_110.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_111.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_112.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_113.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_114.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_115.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_116.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_117.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_118.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_119.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_12.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_120.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_121.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_122.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_123.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_124.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_125.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_126.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_127.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_128.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_129.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_13.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_130.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_131.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_132.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_133.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_134.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_135.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_136.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_137.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_138.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_139.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_14.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_140.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_141.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_142.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_143.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_144.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_145.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_146.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_147.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_148.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_149.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_15.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_150.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_151.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_152.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_153.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_154.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_155.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_156.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_157.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_158.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_159.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_16.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_160.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_161.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_162.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_163.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_164.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_165.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_166.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_167.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_168.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_169.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A2C60147AF9FDAE\frame_17.jpg,0
